code,name_full,name_short,name_abbrev,principal_activities,industry_group_name,sector_name,listing_date,delisting_date,web_address,mailing_address,phone_number,fax_number,registry_name,registry_address,registry_phone_number,foreign_exempt,logo_image_url,primary_share_code,recent_announcement,products,latest_annual_reports_id,latest_annual_reports_release_date,latest_annual_reports_document_date,latest_annual_reports_url,latest_annual_reports_title,is_latest_annual_reports_market_sensitive,latest_annual_reports_no_of_pages,isin_code,product_desc,last_price,open_price,day_high_price,day_low_price,change_price,change_in_percent,volume,bid_price,offer_price,previous_close_price,previous_day_percentage_change,year_high_price,year_high_date,year_low_price,year_low_date,last_trade_date,price_to_earning_ratio,earning_per_share,average_daily_volume,annual_dividend_yield,market_cap,number_of_shares,deprecated_market_cap,deprecated_number_of_shares,suspended,indices_index_code,last_dividend_announce_date,last_dividend_ex_date,last_dividend_payable_date,last_dividend_record_date,last_dividend_amount_in_dollars,last_dividend_raw_franked_percentage,last_dividend_type,last_dividend_comments,last_dividend_books_close_date,fundamental_data_date
DAZ,DRIVER AUSTRALIA FOUR TRUST,DRIVERFOUR,DRIVER AU FOUR TRUST,.,Not Applic,Not Applic,2017-06-19T00:00:00+1000,,,"., ., ., ., NSW, AUSTRALIA, .",tba,,PERPETUAL CORPORATE TRUST LIMITED,"123 PITT STREET, SYDNEY, NSW, AUSTRALIA, 2000",,false,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,2020-08-11 00:00:00.000
DBBF,BETASHARES DIVERSIFIED BALANCED ETF,BETA DBBF,BETA BALANCED ETF,The Fund will aim to provide investors with a broadly diversified portfolio consistent with a balanced risk-return profile.,Not Applic,Not Applic,2019-12-11T00:00:00+1100,,https://www.betashares.com.au,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6806,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,DBBF,false,"""shares"",""etps""",,,,,,,,AU0000059610,Exchange Traded Fund Units Fully Paid,24.35,0,0,0,0.00,0%,0,0,0,24.35,0%,26.03,2020-02-19T00:00:00+1100,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,0,1231,0,0,0,0,100135,false,,,,,,,,,,,2020-08-11 00:00:00.000
DBF,DUXTON BROADACRE FARMS LIMITED,DUXTON BAF,DUXTON BROADACRE,Mixed farming operations,"Food, Beverage & Tobacco",Consumer Staples,2018-02-08T00:00:00+1100,,http://www.duxtonbroadacre.com,"7 Pomona Road, STIRLING, SA, AUSTRALIA, 5152",+61 8 8130 9500,,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,false,,DBF,false,"""shares""",02140499,2019-08-29T15:21:11+1000,2019-08-29T15:03:44+1000,http://www.asx.com.au/asxpdf/20190829/pdf/4480fqqrnsgwy3.pdf,Preliminary Final Report and 2019 Annual Report,true,47,AU000000DBF4,Ordinary Fully Paid,1.06,0,0,0,0.00,0%,0,1.04,1.14,1.06,0%,1.275,2020-05-20T00:00:00+1000,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.021,57091,0,45486185,42911495,45486000,42911495,false,,,,,,,,,,,2020-08-11 00:00:00.000
DCC,DIGITALX LIMITED,DIGITALX,DIGITALX LIMITED,DigitalX is a Blockchain-based software solutions company disrupting the payments industry. Its products allow consumers to make secure and cost-effective money transfers worldwide.,Software & Services,Information Technology,1989-02-06T00:00:00+1100,,http://www.digitalx.com,"The Blockchain Centre, Suite 1, Level 2, 66 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",0439 503 955,(08) 9322 5230,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/DCC?image_size=L&v=1457054140000,DCC,false,"""shares""",02153648,2019-09-30T18:25:29+1000,2019-09-30T18:22:22+1000,http://www.asx.com.au/asxpdf/20190930/pdf/4491w5bq5dg2l5.pdf,Annual Report to shareholders,false,95,AU000000DCC9,Ordinary Fully Paid,0.042,0.045,0.045,0.041,-0.003,-6.667%,4142763,0.041,0.042,0.045,4.651%,0.046,2020-08-10T00:00:00+1000,0.012,2020-03-19T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0067,3240505,0,27253285,605628549,25436000,605628549,false,,,,,,,,,,,2020-08-11 00:00:00.000
DCG,DECMIL GROUP LIMITED,DECMIL GRP,DECMIL GROUP LIMITED,Diversified industrial services provider,Capital Goods,Industrials,2005-04-22T00:00:00+1000,,http://www.decmil.com,"20 Parkland Road, OSBORNE PARK, WA, AUSTRALIA, 6017",(08) 9368 8877,(08) 9368 8878,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/DCG?image_size=L&v=1443700054000,DCG,false,"""shares""",02139970,2019-08-29T08:02:53+1000,2019-08-28T22:15:12+1000,http://www.asx.com.au/asxpdf/20190829/pdf/447zc7t9236mf4.pdf,2019 Annual Report,false,112,AU000000DCG0,Ordinary Fully Paid,0.054,0.056,0.056,0.054,-0.001,-1.818%,3677102,0.054,0.056,0.055,0%,0.384,2019-09-19T00:00:00+1000,0.026,2020-03-30T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.2784,7127300,36.36,70805017,1287363944,69518000,1287363944,false,XEC,2019-08-29T00:00:00+1000,2019-09-05T00:00:00+1000,2019-09-27T00:00:00+1000,2019-09-06T00:00:00+1000,0.02,100.0,Final,2C FRANKED @ 30%,2019-09-06T00:00:00+1000,2020-08-11 00:00:00.000
DCL,DOMACOM LIMITED,DOMACOM,DOMACOM LIMITED,Investment management and financial services,Diversified Financials,Financials,2016-11-07T00:00:00+1100,,http://www.domacom.com.au,"Level 6, 99 Queen Street, MELBOURNE, VIC, AUSTRALIA, 3000",03 8609 7077,,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,,DCL,false,"""shares""",02136008,2019-08-21T09:00:24+1000,2019-08-21T08:55:50+1000,http://www.asx.com.au/asxpdf/20190821/pdf/447nzvw0bz2mxf.pdf,DomaCom FY2019 Annual Report,false,64,AU000000DCL0,Ordinary Fully Paid,0.038,0.032,0.038,0.032,0.008,26.667%,215000,0.042,0.044,0.03,0%,0.129,2019-11-05T00:00:00+1100,0.018,2020-04-03T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0242,260323,0,7352056,245068527,9313000,245068527,false,,,,,,,,,,,2020-08-11 00:00:00.000
DCN,DACIAN GOLD LIMITED,DACIANGOLD,DACIAN GOLD LTD,Gold exploration and mining.,Materials,Metals & Mining,2012-11-14T00:00:00+1100,,http://www.daciangold.com.au,"Level 2, 1 Preston Street, COMO, WA, AUSTRALIA, 6152",(08) 6323 9000,(08) 6323 9099,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,DCN,true,"""shares""",02165767,2019-10-29T19:09:14+1100,2019-10-29T19:04:00+1100,http://www.asx.com.au/asxpdf/20191029/pdf/44b0pwmw1q8bqm.pdf,Annual Report to shareholders,false,91,AU000000DCN6,Ordinary Fully Paid,0.35,0.37,0.372,0.35,-0.015,-4.11%,4600240,0.35,0.355,0.365,-1.351%,1.066,2020-01-08T00:00:00+1100,0.29,2020-07-14T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.294,7391552,0,203055595,556316698,194711000,556316698,false,"XKO,XAO,XSO,XGD,XMM",,,,,,,,,,2020-08-11 00:00:00.000
DCX,DISCOVEX RESOURCES LIMITED,DISCOVEX,DISCOVEX RES LTD,Exploration for gold and base metals,Materials,Metals & Mining,2007-12-13T00:00:00+1100,,http://www.discovexresources.com.au,"Suite 5, 56 Kings Park Road, WEST PERTH, WA, AUSTRALIA, 6005",08 9380 9440,08 9380 9449,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,DCX,false,"""shares""",,,,,,,,AU0000081598,Ordinary Fully Paid,0.008,0.008,0.008,0.008,0.000,0%,310000,0.008,0.009,0.008,-11.111%,0.014,2019-08-23T00:00:00+1000,0.002,2020-04-17T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0022,10751098,0,9569313,1196164076,9569000,1196164076,false,,,,,,,,,,,2020-08-11 00:00:00.000
DDB,DYNAMIC DRILL AND BLAST HOLDINGS LIMITED,DDBLAST,DYNAMIC DRILL,Supplier of drilling and blasting services to clients in the mining and construction sectors in Western Australia.,Capital Goods,Industrials,2020-08-06T00:00:00+1000,,https://dynamicdrillandblast.com.au/,"7 Goongarrie Street,, BAYSWATER, WA, AUSTRALIA, 6053",+61 459 332 740,,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,DDB,false,"""shares""",,,,,,,,AU0000095010,Ordinary Fully Paid,0.43,0.4,0.43,0.4,0.03,7.5%,310065,0.405,0.43,0.4,0%,0.54,2020-08-06T00:00:00+1000,0.38,2020-08-07T00:00:00+1000,2020-08-11T00:00:00+1000,0,0,1703824,0,22060649,55151622,12556000,29200378,false,,,,,,,,,,,2020-08-11 00:00:00.000
DDD,3D RESOURCES LIMITED,3D RES,3D RESOURCES LIMITED,"Exploration for copper, zinc, gold and other metals.",Materials,Metals & Mining,2007-03-21T00:00:00+1100,,http://www.3dresources.com.au,"C/- DW Accounting & Advisory, Level 4, 91 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9620 0033,+61 3 9620 0070,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,DDD,false,"""shares""",02153305,2019-09-30T15:25:54+1000,2019-09-30T15:21:10+1000,http://www.asx.com.au/asxpdf/20190930/pdf/44915xtsbpw2p8.pdf,Annual Report to shareholders,false,56,AU000000DDD5,Ordinary Fully Paid,0.004,0.005,0.005,0.004,0.000,0%,10632501,0.004,0.005,0.004,0%,0.005,2020-08-10T00:00:00+1000,0.001,2020-05-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0004,22710692,0,13284488,3321122092,13284000,3321122092,false,,,,,,,,,,,2020-08-11 00:00:00.000
DDR,DICKER DATA LIMITED,DICKERDATA,DICKER DATA LIMITED,Specialist IT hardware distributor of various prominent brands.,Technology Hardware & Equipment,Information Technology,2011-01-24T00:00:00+1100,,https://www.dickerdata.com.au,"230 Captain Cook Drive, KURNELL, NSW, AUSTRALIA, 2231",(02) 9589 8400,(02) 9525 0481,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,DDR,true,"""shares""",02208601,2020-02-28T10:48:50+1100,2020-02-28T10:46:07+1100,http://www.asx.com.au/asxpdf/20200228/pdf/44fl65wdsjn1hz.pdf,Annual Report - year ended 31 December 2019,false,66,AU000000DDR5,Ordinary Fully Paid,7.46,7.55,7.59,7.39,-0.08,-1.061%,209874,7.45,7.53,7.54,1.072%,8.73,2020-06-03T00:00:00+1000,3.9,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,22.38,0.3369,305597,4.05,1297082532,172026861,1283320000,172026861,false,XAO,2020-05-11T00:00:00+1000,2020-05-14T00:00:00+1000,2020-06-01T00:00:00+1000,2020-05-15T00:00:00+1000,0.075,100.0,Interim,"AUD 0.075 FRANKED, 3 0% CTR, DRP",2020-05-15T00:00:00+1000,2020-08-11 00:00:00.000
DDT,DATADOT TECHNOLOGY LIMITED,DATADOT,DATADOT TECHNOLOGY,The Company has developed a patented microdot application technology that allows various types of assets and their component parts to be uniquely marked and made uniquely identifiable.,Automobiles & Components,Consumer Discretionary,2005-01-12T00:00:00+1100,,http://www.datadotdna.com,"8 Ethel Ave, Brookvale, BROOKVALE, NSW, AUSTRALIA, 2100",(02) 89774900,(02) 9975 4700,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,,DDT,false,"""shares""",02161596,2019-10-21T15:35:29+1100,2019-10-21T15:29:34+1100,http://www.asx.com.au/asxpdf/20191021/pdf/449pv8xcmk4qbt.pdf,2019 Annual Report to shareholders,false,64,AU000000DDT1,Ordinary Fully Paid,0.004,0.004,0.004,0.004,0.000,0%,250000,0.004,0.005,0.004,-20%,0.011,2019-11-19T00:00:00+1100,0.003,2020-06-29T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.0025,492816,0,5042837,1260709351,5043000,1260709351,false,,,,,,,,,,,2020-08-11 00:00:00.000
DEG,DE GREY MINING LIMITED,DEGREY,DE GREY MINING,Exploration for precious and base metals.,Materials,Metals & Mining,2002-07-03T00:00:00+1000,,http://www.degreymining.com.au,"Suites 24-26, Level 3, 22 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",61 8 6117 9328,61 8 6117 9330,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,DEG,false,"""shares""",02151183,2019-09-26T08:15:56+1000,2019-09-25T20:09:15+1000,http://www.asx.com.au/asxpdf/20190926/pdf/448w4qc9wfc9g0.pdf,Full Year Statutory Accounts,false,77,AU000000DEG6,Ordinary Fully Paid,0.76,0.835,0.835,0.755,-0.08,-9.524%,7834270,0.76,0.77,0.84,1.818%,1.065,2020-07-01T00:00:00+1000,0.039,2019-12-10T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0031,11185537,0,1003296052,1194400062,907744000,1194400062,false,,,,,,,,,,,2020-08-11 00:00:00.000
DEM,DE.MEM LIMITED,DEMEM LTD,DE.MEM LTD,Commercializing innovative products and technologies for decentralized water and waste water treatment.,Utilities,Utilities,2017-04-07T00:00:00+1000,,http://www.demembranes.com,"Level 4, 96-100 Albert Road, SOUTH MELBOURNE, VIC, AUSTRALIA, 3205",+61 3 9692 7222,+61 3 9692 7222,LINK MARKET SERVICES,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,DEM,false,"""shares""",02220631,2020-03-31T19:38:38+1100,2020-03-31T19:19:57+1100,http://www.asx.com.au/asxpdf/20200331/pdf/44gl086795fggw.pdf,Annual Report to shareholders,false,62,AU000000DEM4,Ordinary Fully Paid,0.17,0.175,0.175,0.17,0.005,3.03%,231331,0.17,0.175,0.165,6.452%,0.355,2019-10-21T00:00:00+1100,0.1,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.0246,288589,0,28967566,175561009,29845000,175561009,false,,,,,,,,,,,2020-08-11 00:00:00.000
DEV,DEVEX RESOURCES LIMITED,DEVEXRESOU,DEVEX RESOURCES LTD,Mineral exploration and development,Energy,Energy,2000-10-03T00:00:00+1100,,http://www.devexresources.com.au,"Level 2, 1292 Hay Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 3990,(08) 9322 5800,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/DEV?image_size=L&v=1517884418000,DEV,false,"""shares""",02153367,2019-09-30T16:10:34+1000,2019-09-30T16:05:26+1000,http://www.asx.com.au/asxpdf/20190930/pdf/44919tp6mhf11r.pdf,Annual Report to shareholders,false,56,AU000000DEV5,Ordinary Fully Paid,0.18,0.195,0.195,0.18,-0.015,-7.692%,1124570,0.18,0.19,0.195,2.632%,0.2,2020-08-10T00:00:00+1000,0.028,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.016,1413885,0,46400999,237953840,42832000,237953840,false,,,,,,,,,,,2020-08-11 00:00:00.000
DFM,DONGFANG MODERN AGRICULTURE HOLDING GROUP LIMITED,DONGFANG,DONGFANG MODERN AG,"Holding Company for subsidiary operating company which carries on business of cultivation and sales of navel oranges, pomelos, tangerines and camellia located in the Ghanzhou Province in China.","Food, Beverage & Tobacco",Consumer Staples,2015-10-19T00:00:00+1100,,http://www.dongfangmodernagriculture.com.au,"PO Box 15863, City East, BRISBANE, QLD, AUSTRALIA, 4002",(02) 8964 8531,,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,,DFM,false,"""shares""",,,,,,,,AU000000DFM1,Ordinary Fully Paid,0.83,0,0,0,0.00,0%,0,0,0,0.83,0%,0.85,2019-06-05T00:00:00+1000,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,3.95,0.2101,0,0,-1,420356644,0,420356644,true,,,,,,,,,,,2020-08-11 00:00:00.000
DGF,DOWNER GROUP FINANCE PTY LIMITED,DOWNER,DOWNER GROUP FINANCE,Finance company for the Downer EDI Limited group.,Not Applic,Not Applic,2018-08-28T00:00:00+1000,,http://www.downergroup.com/,"Downer EDI Limited, Level 2, Triniti III, Triniti Business Campus, 39 Delhi Road, NORTH RYDE, NSW, AUSTRALIA, 2113",02 9468 9700,02 9813 8915,AUSTRACLEAR SERVICES LIMITED,"20 BRIDGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9256 0689,false,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,2020-08-11 00:00:00.000
DGGF,BETASHARES DIVERSIFIED GROWTH ETF,BETA DGGF,BETA GROWTH ETF,The Fund will aim to provide investors with a broadly diversified portfolio consistent with a growth risk-return profile.,Not Applic,Not Applic,2019-12-09T00:00:00+1100,,http://www.betashares.com.au,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6806,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,DGGF,false,"""shares"",""etps""",,,,,,,,AU0000059594,Exchange Traded Fund Units Fully Paid,24.29,24.29,24.29,24.29,0.00,0%,41,23.8,25.7,24.29,0.83%,26.7,2020-02-21T00:00:00+1100,19.94,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,0,580,0,0,0,2461000,101307,false,,,,,,,,,,,2020-08-11 00:00:00.000
DGH,DESANE GROUP HOLDINGS LIMITED,DESANE,DESANE GROUP HLDINGS,Property investment and property development.,Real Estate,Real Estate,1987-09-04T00:00:00+1000,,http://www.desane.com.au,"Suite 4, Jones Bay Wharf, 26-32 Pirrama Road, PYRMONT, NSW, AUSTRALIA, 2009",(02) 9555 9922,(02) 9555 9944,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,false,,DGH,false,"""shares""",02150803,2019-09-25T11:31:50+1000,2019-09-25T11:28:14+1000,http://www.asx.com.au/asxpdf/20190925/pdf/448v72tfrth5pj.pdf,Annual Report to shareholders,false,39,AU000000DGH9,Ordinary Fully Paid,1.3,1.3,1.3,1.3,0.0,0%,769,1.3,1.35,1.3,3.175%,1.555,2019-09-18T00:00:00+1000,1.095,2020-03-20T00:00:00+1100,2020-08-11T00:00:00+1000,31.33,0.0415,6332,4.04,53182987,40909990,53183000,40909990,false,,2020-02-19T00:00:00+1100,2020-03-05T00:00:00+1100,2020-03-27T00:00:00+1100,2020-03-06T00:00:00+1100,0.0225,0.0,Interim,"AUD UNFRANKED, NIL C FI",2020-03-06T00:00:00+1100,2020-08-11 00:00:00.000
DGO,DGO GOLD LIMITED,DRUMMOND,DGO GOLD LIMITED,Gold and base metals exploration.,Materials,Metals & Mining,2007-12-21T00:00:00+1100,,http://www.dgogold.com.au,"Level 9, 63 Exhibition Street, MELBOURNE, VIC, AUSTRALIA, 3000",+61 3 9133 6251,-,LINK MARKET SERVICES LIMITED,"Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,false,,DGO,false,"""shares""",02149132,2019-09-20T09:49:57+1000,2019-09-20T09:45:42+1000,http://www.asx.com.au/asxpdf/20190920/pdf/448pw934jl5wjj.pdf,Annual Report to shareholders,false,50,AU000000DGO5,Ordinary Fully Paid,2.85,3.18,3.18,2.85,-0.35,-10.938%,127276,2.85,2.89,3.2,1.587%,4.24,2020-06-30T00:00:00+1000,0.68,2019-08-20T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.027,50336,0,191792954,59935298,170816000,59935298,false,,,,,,,,,,,2020-08-11 00:00:00.000
DGR,DGR GLOBAL LIMITED,DGR GLOBAL,DGR GLOBAL LTD,DGR Global is a diversified global resource company generator and investment house.,Materials,Metals & Mining,2003-08-21T00:00:00+1000,,http://www.dgrglobal.com.au,"Level 27, 111 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",07-3303 0680,07-3303 0681,LINK MARKET SERVICES LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,false,,DGR,false,"""shares""",02160278,2019-10-17T12:22:13+1100,2019-10-17T12:19:16+1100,http://www.asx.com.au/asxpdf/20191017/pdf/449lcrk8l00g8b.pdf,Annual Report to shareholders,false,58,AU000000DGR8,Ordinary Fully Paid,0.072,0.073,0.073,0.072,0.000,0%,434400,0.072,0.075,0.072,2.857%,0.089,2019-10-18T00:00:00+1100,0.033,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,0,-0.01,343934,0,55186390,766477633,55186000,766477633,false,,,,,,,,,,,2020-08-11 00:00:00.000
DHG,DOMAIN HOLDINGS AUSTRALIA LIMITED.,DOMAIN,DOMAIN HOLDINGS AUS,Real estate media and technology services business focussed on the Australian property market,Media & Entertainment,Communication Services,2017-11-16T00:00:00+1100,,https://shareholders.domain.com.au/group/,"Level 5, 100 Harris Street, PYRMONT, NSW, AUSTRALIA, 2009",+612 9282 2833,+612 9282 2833,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/DHG?image_size=L&v=1525139368000,DHG,false,"""shares"",""warrants""",02134261,2019-08-16T08:34:26+1000,2019-08-16T08:25:41+1000,http://www.asx.com.au/asxpdf/20190816/pdf/447jjcmdsz3y43.pdf,2019 Annual Report,false,104,AU000000DHG9,Ordinary Fully Paid,3.56,3.58,3.62,3.51,-0.01,-0.28%,892103,3.51,3.58,3.57,0.847%,4,2020-01-16T00:00:00+1100,1.675,2020-03-24T00:00:00+1100,2020-08-11T00:00:00+1000,54.17,0.0659,1909760,0,2085821370,584263689,2079979000,584263689,false,"XJO,XKO,XAO,XSO,XAT,XTJ",2020-02-20T00:00:00+1100,2020-02-26T00:00:00+1100,2020-03-13T00:00:00+1100,2020-02-27T00:00:00+1100,0.02,100.0,Interim,"AUD 0.02 FRANKED, 30 % CTR",2020-02-27T00:00:00+1100,2020-08-11 00:00:00.000
DHHF,BETASHARES DIVERSIFIED HIGH GROWTH ETF,BETA DHHF,BETA HIGH GROWTH ETF,The Fund will aim to provide investors with a broadly diversified portfolio consistent with a high growth risk-return profile.,Not Applic,Not Applic,2019-12-05T00:00:00+1100,,https://www.betashares.com.au,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6806,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,DHHF,false,"""shares"",""etps""",,,,,,,,AU0000059586,Exchange Traded Fund Units Fully Paid,23.53,0,0,0,0.00,0%,0,23.53,0,23.53,0.771%,26.63,2020-02-20T00:00:00+1100,0,2020-08-11T00:00:00+1000,2020-08-11T00:00:00+1000,0,0,1213,0,0,0,4732000,201098,false,,,,,,,,,,,2020-08-11 00:00:00.000
DHR,DARK HORSE RESOURCES LIMITED,DARK HORSE,DARK HORSE RESOURCES,The Company is an Australian-based exploration company primarily focused on lithium and gold projects in Argentina.,Materials,Metals & Mining,2011-04-11T00:00:00+1000,,http://www.darkhorseresources.com.au,"Level 27, 111 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3303 0650,(07) 3303 0681,LINK MARKET SERVICES LIMITED,"Level 21, 10 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 554 474,false,,DHR,false,"""shares""",02152204,2019-09-27T14:16:34+1000,2019-09-27T14:13:58+1000,http://www.asx.com.au/asxpdf/20190927/pdf/448yd3s4hy3wln.pdf,Annual Report to shareholders,false,78,AU000000DHR6,Ordinary Fully Paid,0.002,0.002,0.002,0.002,0.000,0%,8347133,0.002,0.003,0.002,-33.333%,0.005,2019-10-01T00:00:00+1000,0.001,2020-08-04T00:00:00+1000,2020-08-11T00:00:00+1000,0,-0.005,9766655,0,8072737,4036368444,10091000,4036368444,false,,,,,,,,,,,2020-08-11 00:00:00.000
DJRE,SPDR DOW JONES GLOBAL REAL ESTATE FUND,SPDR DJRE,SPDR DJ GLOBAL REIT,To provide investment returns (before fees and other costs) closely corresponding to the performance of the Dow Jones Global Select Real Estate Securities Index on an accumulation basis,Not Applic,Not Applic,2013-11-04T00:00:00+1100,,https://www.ssga.com/au,"Level 14, 420 George Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9240 7600,(02) 9240 7611,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,DJRE,false,"""shares"",""etps""",,,,,,,,AU00000DJRE9,Exchange Traded Fund Units Fully Paid,18.57,18.53,18.59,18.5,0.10,0.541%,14553,18.46,19,18.47,2.214%,26.45,2020-02-24T00:00:00+1100,14.99,2020-03-23T00:00:00+1100,2020-08-11T00:00:00+1000,4.64,3.9839,37848,3.1,0,0,290881000,15664007,false,,,,,,,,,,,2020-08-11 00:00:00.000
