code,name_full,name_short,name_abbrev,principal_activities,industry_group_name,sector_name,listing_date,delisting_date,web_address,mailing_address,phone_number,fax_number,registry_name,registry_address,registry_phone_number,foreign_exempt,logo_image_url,primary_share_code,recent_announcement,products,latest_annual_reports_id,latest_annual_reports_release_date,latest_annual_reports_document_date,latest_annual_reports_url,latest_annual_reports_title,is_latest_annual_reports_market_sensitive,latest_annual_reports_no_of_pages,isin_code,product_desc,last_price,open_price,day_high_price,day_low_price,change_price,change_in_percent,volume,bid_price,offer_price,previous_close_price,previous_day_percentage_change,year_high_price,year_high_date,year_low_price,year_low_date,last_trade_date,price_to_earning_ratio,earning_per_share,average_daily_volume,annual_dividend_yield,market_cap,number_of_shares,deprecated_market_cap,deprecated_number_of_shares,suspended,indices_index_code,last_dividend_announce_date,last_dividend_ex_date,last_dividend_payable_date,last_dividend_record_date,last_dividend_amount_in_dollars,last_dividend_raw_franked_percentage,last_dividend_type,last_dividend_comments,last_dividend_books_close_date,fundamental_data_date
GEV,GLOBAL ENERGY VENTURES LIMITED,GLOBENEVEN,GLOBAL ENE VEN LTD,The Company¿¿¿¿¿¿s business is the development of marine compressed natural gas projects.,Energy,Energy,2005-03-21T00:00:00+1100,,http://gev.com,"Ground Floor, 5 Ord St, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 6955,(08) 6267 8155,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,GEV,false,"""shares""",02142541,2019-09-02T17:43:54+1000,2019-09-02T17:34:40+1000,http://www.asx.com.au/asxpdf/20190902/pdf/44858g82hqhy7f.pdf,GEV 2019 Annual Report,false,90,AU000000GEV8,Ordinary Fully Paid,0.049,0.054,0.054,0.049,-0.005,-9.259%,619177,0.05,0.053,0.054,0%,0.185,2019-09-03T00:00:00+1000,0.047,2020-06-16T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0138,485279,0,20896824,386978223,18962000,386978223,false,,,,,,,,,,,2020-08-13 00:00:00.000
GFL,GLOBAL MASTERS FUND LIMITED,GBL MASTER,GLOBAL MASTERS FUND,Investment company investing predominantly in Berkshire Hathaway A stock,Not Applic,Not Applic,2006-05-16T00:00:00+1000,,http://www.globalmastersfund.com.au,"Corporate Centre One, Level 12, 2 Corporate Court, BUNDALL, QLD, AUSTRALIA, 4712",0410627273,0410627273,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,,GFL,false,"""shares""",02142360,2019-09-02T12:45:02+1000,2019-09-02T12:34:11+1000,http://www.asx.com.au/asxpdf/20190902/pdf/4484w8lglbbjb3.pdf,Annual Report to Shareholders,false,40,AU000000GFL6,Ordinary Fully Paid,2,2.1,2.1,2,-0.05,-2.439%,1435,2,2.09,2.05,0%,2.3,2020-01-16T00:00:00+1100,1.4,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,49.4,0.0415,11126,0,21982476,10723159,21446000,10723159,false,,,,,,,,,,,2020-08-13 00:00:00.000
GGG,GREENLAND MINERALS LIMITED,GREENLAND,GREENLAND MINERALS,Multi-element mineral exploration,Materials,Metals & Mining,2006-06-20T00:00:00+1000,,http://www.ggg.gl,"Ground Floor, Unit 7, 100 Railway Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 9382 2322,(08) 9382 2788,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,,GGG,false,"""shares""",02219702,2020-03-30T10:03:08+1100,2020-03-30T09:59:18+1100,http://www.asx.com.au/asxpdf/20200330/pdf/44ghwddb1sx5s0.pdf,31 December 2019 Annual Report,false,80,AU000000GGG4,Ordinary Fully Paid,0.265,0.255,0.27,0.255,0.015,6%,2031475,0.255,0.265,0.25,-9.091%,0.28,2020-08-12T00:00:00+1000,0.067,2020-03-13T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0025,1799286,0,297745633,1190982530,315610000,1190982530,false,"XAO,XEC",,,,,,,,,,2020-08-13 00:00:00.000
GGOV,BETASHARES GLOBAL GOVERNMENT BOND 20+ YEAR ETF - CUR HEDGED,BETAGGOV,BETAGOVBOND20ETF,"The AQUA Product seeks to provide an investment return that aims to track the performance of the S&P G7 Sovereign Duration-Capped 20+ Year AUD Hedged Bond Index, before taking into account fees and expenses.",Not Applic,Not Applic,2020-05-11T00:00:00+1000,,,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6888,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,GGOV,false,"""shares"",""etps""",,,,,,,,AU0000078651,Exchange Traded Fund Units Fully Paid,24.52,24.59,24.59,24.52,-0.16,-0.648%,9162,24,0,24.68,-1.122%,25.18,2020-05-15T00:00:00+1000,24.27,2020-07-03T00:00:00+1000,2020-08-13T00:00:00+1000,0,0,1348,0,0,0,1963000,80037,false,,,,,,,,,,,2020-08-13 00:00:00.000
GGUS,BETASHARES GEARED US EQUITY FUND CURRENCY HEDGED (HEDGEFUND),BETAGEARUS,BETA GEARED US EQ,"The Fund aims to provide unitholders with geared exposure to the returns of the U.S. share market, hedged to Australian dollars.",Not Applic,Not Applic,2015-08-18T00:00:00+1000,,http://www.betashares.com.au,"Level 9, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 6888,(02) 9262 4950,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,GGUS,false,"""shares""",02153448,2019-09-30T16:41:04+1000,2019-09-30T16:34:55+1000,http://www.asx.com.au/asxpdf/20190930/pdf/4491gsdml1ff2g.pdf,Annual Report,false,38,AU00000GGUS2,Trading Managed Fund Units Fully Paid,20.23,20.27,20.31,20.21,0.40,2.017%,70513,20.05,20.2,19.83,-1.88%,24.02,2020-02-20T00:00:00+1100,7.75,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,149333,0,0,0,42483000,2100000,false,,,,,,,,,,,2020-08-13 00:00:00.000
GGX,GAS2GRID LIMITED,GAS2GRID,GAS2GRID LIMITED,Oil and gas exploration in the Philippines and France.,Energy,Energy,2005-05-13T00:00:00+1000,,http://www.gas2grid.com,"Suite 22, Level 5, 58 Pitt Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9241 1927,02 9241 1927,NEXTREGISTRIES,"Level 16, 1 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",,false,,GGX,false,"""shares""",02150495,2019-09-24T18:19:51+1000,2019-09-24T18:07:55+1000,http://www.asx.com.au/asxpdf/20190924/pdf/448tgry3n2mp7n.pdf,Annual Report to shareholders,false,53,AU000000GGX9,Ordinary Fully Paid,0.002,0.002,0.002,0.002,0.000,0%,97122,0.002,0.003,0.002,0%,0.006,2019-11-21T00:00:00+1100,0.001,2020-07-28T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0012,1739477,0,2757994,1378996985,2599000,1299446985,false,,,,,,,,,,,2020-08-13 00:00:00.000
GIB,GIBB RIVER DIAMONDS LIMITED,GIBBRIVER,GIBB RIVER DIAMONDS,A Multi Commodity Resources Company,Materials,Metals & Mining,2008-07-01T00:00:00+1000,,http://www.phosphateaustralia.com.au,"Suite 4, 6 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",+61 8 9422 9555,+61 8 9422 9599,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,GIB,false,"""shares""",02151673,2019-09-26T17:38:04+1000,2019-09-26T17:14:03+1000,http://www.asx.com.au/asxpdf/20190926/pdf/448x5k3ljy5bc8.pdf,Annual Report to shareholders,false,64,AU0000031411,Ordinary Fully Paid,0.064,0.062,0.064,0.062,0.002,3.226%,35748,0.062,0.064,0.062,6.897%,0.077,2019-12-30T00:00:00+1100,0.016,2019-12-09T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0038,174714,0,11102926,179079445,11461000,179079445,false,,,,,,,,,,,2020-08-13 00:00:00.000
GLA,GLADIATOR RESOURCES LIMITED,GLADIATOR,GLADIATOR RESOURCES,Nickel and gold exploration,Materials,Metals & Mining,2006-06-27T00:00:00+1000,,http://www.gladiatorresources.com,"C/- DW Accounting & Advisory, Level 4, 91 William Street, MELBOURNE, VIC, AUSTRALIA, 3000",0(3) 8611 5333,03 9620 0070,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,GLA,false,"""shares""",02153252,2019-09-30T14:51:43+1000,2019-09-30T14:47:29+1000,http://www.asx.com.au/asxpdf/20190930/pdf/44912m2kv3kxgz.pdf,Annual Report to shareholders,false,54,AU000000GLA7,Ordinary Fully Paid,0.002,0.002,0.002,0.002,0.000,0%,3276036,0.001,0.002,0.002,0%,0.002,2020-08-12T00:00:00+1000,0.001,2020-08-10T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0011,21340849,0,4003668,2001834171,4004000,2001834171,false,,,,,,,,,,,2020-08-13 00:00:00.000
GLB,GLOBE INTERNATIONAL LIMITED,GLOBE INTL,GLOBE INTERNATIONAL,Multi brand footwear and apparel.,Consumer Durables & Apparel,Consumer Discretionary,2001-05-24T00:00:00+1000,,http://www.globecorporate.com,"1 Fennell Street, PORT MELBOURNE, VIC, AUSTRALIA, 3207",(03) 8534 9999,(03) 8534 9955,LINK MARKET SERVICES LIMITED,"Tower 4, 727 Collins Street, DOCKLANDS, VIC, AUSTRALIA, 3008",1300 554 474,false,,GLB,false,"""shares""",02149089,2019-09-20T09:27:42+1000,2019-09-20T09:20:36+1000,http://www.asx.com.au/asxpdf/20190920/pdf/448psmqkg9pxzc.pdf,2019 ANNUAL REPORT,false,116,AU000000GLB5,Ordinary Fully Paid,1.5,1.5,1.5,1.5,0.045,3.093%,3622,1.465,1.55,1.455,0%,1.9,2020-01-08T00:00:00+1100,1.05,2020-04-09T00:00:00+1000,2020-08-13T00:00:00+1000,7.71,0.1886,4840,8.25,60329855,41463818,62196000,41463818,false,,2020-02-20T00:00:00+1100,2020-03-05T00:00:00+1100,2020-03-20T00:00:00+1100,2020-03-06T00:00:00+1100,0.05,0.0,Interim,"AUD UNFRANKED, NIL C FI",2020-03-06T00:00:00+1100,2020-08-13 00:00:00.000
GLIN,AMP CAPITAL GLOBAL INFR SEC FUND (UNHEDGED) (MANAGED FUND),AMPCAP INF,AMPCAP GLOBAL INFRA,"The Fund aims to invest in infrastructure securities listed on global exchanges that provide investors with the opportunity to benefit from the expected long term global growth in infrastructure, and the return potential associated with infrastructure assets.",Not Applic,Not Applic,2016-06-06T00:00:00+1000,,http://www.betashares.com.au,"Level 11, 50 Margaret Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9290 6808,,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,,GLIN,false,"""shares""",,,,,,,,AU00000GLIN8,Trading Managed Fund Units Fully Paid,2.83,2.79,2.83,2.79,0.04,1.434%,46052,2.6,0,2.79,0%,3.81,2020-02-21T00:00:00+1100,2.58,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,0,0,14925,0,0,0,31237000,11037968,false,,,,,,,,,,,2020-08-13 00:00:00.000
GLL,GALILEE ENERGY LIMITED,GAL ENERGY,GALILEE ENERGY LTD,Exploration and development of hydrocarbons,Energy,Energy,1996-02-15T00:00:00+1100,,http://www.galilee-energy.com.au,"Level 6, Emirates Building, 167 Eagle Street, BRISBANE, QLD, AUSTRALIA, 4000",(07) 3177 9970,(07),COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 1, 200 Mary Street, BRISBANE, QLD, AUSTRALIA, 4000",1300 552 270,false,,GLL,false,"""shares""",02163897,2019-10-25T11:01:05+1100,2019-10-25T10:57:39+1100,http://www.asx.com.au/asxpdf/20191025/pdf/449w40354fdzhw.pdf,Annual Report to Shareholders,false,68,AU000000GLL4,Ordinary Fully Paid,0.57,0.575,0.58,0.56,-0.03,-5%,376528,0.56,0.57,0.6,-1.639%,1.365,2019-09-02T00:00:00+1000,0.31,2020-05-22T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0683,297749,0,162870619,271451032,154727000,271451032,false,"XAO,XEC",,,,,,,,,,2020-08-13 00:00:00.000
GLN,GALAN LITHIUM LIMITED,GALANLITH,GALAN LITHIUM LTD,Exploration and development of lithium projects,Materials,Metals & Mining,2011-06-08T00:00:00+1000,,http://www.galanlithium.com.au,"Level 3, 30 Richardson Street, WEST PERTH, WA, AUSTRALIA, 6005",(08) 9322 6283,(08) 9322 6398,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,https://www.asx.com.au/asx/1/image/logo/GLN?image_size=L&v=1535329792000,GLN,false,"""shares""",02150444,2019-09-24T17:13:30+1000,2019-09-24T17:09:36+1000,http://www.asx.com.au/asxpdf/20190924/pdf/448tcf1q07jr7k.pdf,Annual Report 30 June 2019,false,70,AU0000021461,Ordinary Fully Paid,0.15,0.15,0.155,0.145,0.00,0%,270935,0.145,0.15,0.15,-3.226%,0.32,2020-02-21T00:00:00+1100,0.125,2019-12-24T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0362,282195,0,27226396,181509304,27226000,181509304,false,,,,,,,,,,,2020-08-13 00:00:00.000
GLV,GLOBAL OIL & GAS LIMITED,GLOBALOILG,GLOBAL OIL & GAS,"Conventional and Unconventional Oil and Gas exploration in the Southern Georgina Basin, Northern Territory.",Energy,Energy,2005-05-25T00:00:00+1000,,http://www.globaloilandgas.com.au,"22 Townshend Road, SUBIACO, WA, AUSTRALIA, 6008",(08) 6380 2470,(08) 9200 5697,ADVANCED SHARE REGISTRY SERVICES,"110 STIRLING HIGHWAY, NEDLANDS, WA, AUSTRALIA, 6009",(08) 9389 8033,false,https://www.asx.com.au/asx/1/image/logo/GLV?image_size=L&v=1575357360000,GLV,false,"""shares""",02149495,2019-09-23T08:20:31+1000,2019-09-20T20:33:15+1000,http://www.asx.com.au/asxpdf/20190923/pdf/448r7glfx7yd98.pdf,Annual Report to shareholders,false,47,AU0000034860,Ordinary Fully Paid,0.013,0.016,0.016,0.012,-0.003,-18.75%,21337656,0.012,0.013,0.016,45.455%,0.048,2019-08-20T00:00:00+1000,0.005,2020-05-28T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0132,3776927,0,4172667,260791684,3390000,260791684,false,,,,,,,,,,,2020-08-13 00:00:00.000
GMA,GENWORTH MORTGAGE INSURANCE AUSTRALIA LIMITED,GENWORTH,GENWORTH MORTGAGE,Provider of lenders mortgage insurance in Australia.,Banks,Financials,2014-05-20T00:00:00+1000,,http://www.genworth.com.au,"Level 26, 101 Miller Street, NORTH SYDNEY, NSW, AUSTRALIA, 2060",1300 655 422,1300 366 228,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/GMA?image_size=L&v=1456799010000,GMA,false,"""shares"",""warrants""",02206749,2020-02-26T08:16:14+1100,2020-02-26T07:41:34+1100,http://www.asx.com.au/asxpdf/20200226/pdf/44fg447p0nrz0f.pdf,2019 Annual Report,false,109,AU000000GMA5,Ordinary Fully Paid,1.67,1.69,1.715,1.655,-0.015,-0.89%,572818,1.67,1.685,1.685,-0.882%,4.125,2019-11-12T00:00:00+1100,1.22,2020-03-24T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.138,705878,9.79,695086400,412514184,688899000,412514184,false,"XKO,XAO,XSO",2020-02-05T00:00:00+1100,2020-03-04T00:00:00+1100,2020-03-19T00:00:00+1100,2020-03-05T00:00:00+1100,0.075,100.0,Final,"AUD 0.075 FRANKED, 3 0% CTR",2020-03-05T00:00:00+1100,2020-08-13 00:00:00.000
GMD,GENESIS MINERALS LIMITED,GEN MINS,GENESIS MINERALS,Gold exploration,Materials,Metals & Mining,2007-08-02T00:00:00+1000,,http://www.genesisminerals.com.au,"Unit 6, 1 Clive Street, WEST PERTH, WA, AUSTRALIA, 6005",08 9322 6178,08 9481 2335,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,,GMD,false,"""shares""",02144508,2019-09-06T18:09:42+1000,2019-09-06T18:04:37+1000,http://www.asx.com.au/asxpdf/20190906/pdf/4489y6zv30lrkt.pdf,Annual Report to shareholders,false,56,AU000000GMD9,Ordinary Fully Paid,0.066,0.062,0.067,0.062,0.004,6.452%,3777255,0.065,0.066,0.062,-7.463%,0.074,2020-08-05T00:00:00+1000,0.018,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0058,7197707,0,113607292,1832375685,120937000,1832375685,false,,,,,,,,,,,2020-08-13 00:00:00.000
GME,GME RESOURCES LIMITED,GME RES.,GME RESOURCES LTD,Mineral exploration and investment.,Materials,Metals & Mining,1980-08-21T00:00:00+1000,,http://www.gmeresources.com.au/,"Unit 5, 78 Marine Terrace, FREMANTLE, WA, AUSTRALIA, 6160",+61 8 9336 3388,+61 8 93155475,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 11, 172 St Georges Terrace, PERTH, WA, AUSTRALIA, 6000",1300 850 505,false,https://www.asx.com.au/asx/1/image/logo/GME?image_size=L&v=1543200664000,GME,false,"""shares""",02160384,2019-10-17T15:39:14+1100,2019-10-17T15:35:15+1100,http://www.asx.com.au/asxpdf/20191017/pdf/449lm0py9s84cz.pdf,Annual Report to shareholders,false,64,AU000000GME7,Ordinary Fully Paid,0.034,0.034,0.034,0.034,-0.002,-5.556%,104082,0.033,0.04,0.036,0%,0.074,2019-09-25T00:00:00+1000,0.032,2020-07-10T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0017,121375,0,19695203,547088979,18601000,547088979,false,,,,,,,,,,,2020-08-13 00:00:00.000
GMG,GOODMAN GROUP,GOOD GROUP,GOODMAN GROUP,"International industrial and business space property, development and funds management business.",Real Estate,Real Estate,2005-02-02T00:00:00+1100,,http://www.goodman.com,"Level 17, 60 Castlereagh Street, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9230 7400,(02) 9230 7444,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Level 5, 115 Grenfell Street, ADELAIDE, SA, AUSTRALIA, 5000",08 8236 2300,false,https://www.asx.com.au/asx/1/image/logo/GMG?image_size=L&v=1385945542000,GMG,true,"""shares"",""options"",""warrants""",02150814,2019-09-25T11:55:20+1000,2019-09-25T11:50:42+1000,http://www.asx.com.au/asxpdf/20190925/pdf/448v7vnkvq6clt.pdf,Goodman Group Stakeholder Review and 2019 Annual Report,false,287,AU000000GMG2,Fully Paid Ordinary/units Stapled Securities,17.93,18.1,18.45,17.79,0.23,1.299%,5140998,17.93,17.95,17.7,-1.117%,18.45,2020-08-13T00:00:00+1000,9.6,2020-03-19T00:00:00+1100,2020-08-13T00:00:00+1000,21.33,0.83,4462145,1.69,32362914277,1828413236,32783449000,1828413236,false,"XTL,XFL,XTO,XJO,XKO,XAO,XAF,XAT,XPJ",2020-06-23T00:00:00+1000,2020-06-29T00:00:00+1000,2020-08-28T00:00:00+1000,2020-06-30T00:00:00+1000,0.15,0.0,Final,AUD EST 0.15,2020-06-30T00:00:00+1000,2020-08-13 00:00:00.000
GML,GATEWAY MINING LIMITED,GATEWAY,GATEWAY MINING,Gold and other mineral exploration,Materials,Metals & Mining,1971-08-02T00:00:00+1000,,http://www.gatewaymining.com.au/,"Level 11, 52 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 8316 3998,02 8316 3999,AUTOMIC REGISTRY SERVICES,"LEVEL 2, 267 St Georges Terrace,, PERTH, WA, AUSTRALIA, 6000",(08) 9324 2099,false,,GML,false,"""shares""",02149658,2019-09-23T09:27:01+1000,2019-09-23T09:20:41+1000,http://www.asx.com.au/asxpdf/20190923/pdf/448rkglg1zmt2h.pdf,Annual Report to shareholders,false,77,AU000000GML2,Ordinary Fully Paid,0.02,0.019,0.02,0.019,0.00,0%,1143259,0.019,0.02,0.02,5.263%,0.027,2019-09-02T00:00:00+1000,0.008,2020-03-26T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0008,4701198,0,33433583,1671679135,33434000,1671679135,false,,,,,,,,,,,2020-08-13 00:00:00.000
GMN,GOLD MOUNTAIN LIMITED,GOLDMOUNTN,GOLD MOUNTAIN LTD,Mineral exploration for gold in Papua New Guinea.,Materials,Metals & Mining,2011-09-02T00:00:00+1000,,http://www.goldmountainltd.com.au,"Suite 2501, Level 25, 31 Market Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9261 1583,+61 2 9261 1581,BOARDROOM PTY LIMITED,"LEVEL 12, 225 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",(02) 9290 9600,false,,GMN,false,"""shares""",02152503,2019-09-27T17:36:46+1000,2019-09-27T17:27:11+1000,http://www.asx.com.au/asxpdf/20190927/pdf/448yzv9ymyqqvk.pdf,Annual Report 2019,false,68,AU000000GMN8,Ordinary Fully Paid,0.049,0.051,0.051,0.048,-0.002,-3.922%,1615608,0.049,0.05,0.051,2%,0.086,2020-01-02T00:00:00+1100,0.039,2020-07-17T00:00:00+1000,2020-08-13T00:00:00+1000,0,-0.0031,1669059,0,34662784,679662424,33303000,679662424,false,,,,,,,,,,,2020-08-13 00:00:00.000
GMR,GOLDEN RIM RESOURCES LTD,GOLDEN RIM,GOLDEN RIM RESOURCES,Exploration for gold & other minerals,Materials,Metals & Mining,1987-08-13T00:00:00+1000,,http://www.goldenrim.com.au,"Office 7, Level 2, 609 Canterbury Road, SURREY HILLS, VIC, AUSTRALIA, 3127",(03) 9836 4146,0,LINK MARKET SERVICES LIMITED,"Level 12 QV1 Building, 250 St Georges Terrace Perth, PERTH, WA, AUSTRALIA, 6000",1300 554 474,false,,GMR,false,"""shares""",02150520,2019-09-24T19:03:41+1000,2019-09-24T18:59:10+1000,http://www.asx.com.au/asxpdf/20190924/pdf/448tjgmhbdn7kf.pdf,2019 Annual Report,false,63,AU000000GMR9,Ordinary Fully Paid,0.015,0.014,0.015,0.014,0.002,15.385%,6408684,0.014,0.015,0.013,-18.75%,0.02,2020-07-27T00:00:00+1000,0.004,2020-04-02T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0091,10976614,0,19131947,1471688196,22075000,1471688196,false,,,,,,,,,,,2020-08-13 00:00:00.000
GMV,G MEDICAL INNOVATIONS HOLDINGS LIMITED,GMEDICAL,G MEDICAL,"mHealth and e-health solutions: The Company specialises in innovative next generation mobile and e-health solutions and services using its suite of devices and software solutions with a view to driving multiple and recurring revenue streams, across numerous verticals and territories.",Health Care Equipment & Services,Health Care,2017-05-10T00:00:00+1000,,http://gmedinnovations.com,"c/o G Medical Diagnostic Services, Inc., 1500 Lakeside Dr., Ste 115, BANNOCKBURN, IL, UNITED STATES OF AMERICA, 60015",+1 345 749 2000,,AUTOMIC REGISTRY SERVICES,"Level 5, 126 Phillip Street, SYDNEY, NSW, AUSTRALIA, 2000",02 9698 5414,false,https://www.asx.com.au/asx/1/image/logo/GMV?image_size=L&v=1493961134000,GMV,false,"""shares""",02223086,2020-04-07T12:27:38+1000,2020-04-07T12:00:54+1000,http://www.asx.com.au/asxpdf/20200407/pdf/44gsbgtytq0l7g.pdf,Annual Report,false,75,KYG394621091,Ordinary Fully Paid,0.051,0.051,0.052,0.049,0.001,2%,2962200,0.05,0.053,0.05,-7.407%,0.2,2020-01-20T00:00:00+1100,0.038,2020-03-16T00:00:00+1100,2020-08-13T00:00:00+1000,0,-0.0571,4437288,0,35692354,713847082,36406000,713847082,false,,,,,,,,,,,2020-08-13 00:00:00.000
GNC,GRAINCORP LIMITED,GRAINCORP,GRAINCORP LIMITED,Global AgriBusiness.,"Food, Beverage & Tobacco",Consumer Staples,1998-03-30T00:00:00+1000,,http://www.graincorp.com.au,"Level 28,, 175 Liverpool Street, SYDNEY, NSW, AUSTRALIA, 2000",+61 2 9325 9100,+61 2 9325 9180,LINK MARKET SERVICES LIMITED,"LEVEL 12, 680 GEORGE STREET, SYDNEY, NSW, AUSTRALIA, 2000",1300 554 474,false,https://www.asx.com.au/asx/1/image/logo/GNC?image_size=L&v=1418594543000,GNC,false,"""shares"",""warrants""",02172700,2019-11-14T09:22:13+1100,2019-11-14T09:17:31+1100,http://www.asx.com.au/asxpdf/20191114/pdf/44bkkwt89jr7d5.pdf,Appendix 4E and Annual Report,true,117,AU000000GNC9,Ordinary Fully Paid Class A,4.17,3.85,4.185,3.82,0.32,8.312%,2727436,4.16,4.18,3.85,-1.535%,6.47,2020-03-24T00:00:00+1100,2.81,2020-03-25T00:00:00+1100,2020-08-13T00:00:00+1000,2.42,1.5913,1487290,0,881094168,228855628,954328000,228855628,false,"XJO,XKO,XAO,XSO,XAT,XSJ",,,,,,,,,,2020-08-13 00:00:00.000
GNE,GENESIS ENERGY LIMITED,GENESIS NZ,GENESIS ENERGY LTD,Electricity generation and electricity retailing.,Utilities,Utilities,2014-04-17T00:00:00+1000,,http://www.genesisenergy.co.nz,"TMF Corporate Services Aust Pty Ltd, Level 16, 201 Elizabeth Street, SYDNEY, NSW, AUSTRALIA, 2000",649 580 2094,TBA,COMPUTERSHARE INVESTOR SERVICES PTY LIMITED,"Yarra Falls, 452 Johnston Street, ABBOTSFORD, VIC, AUSTRALIA, 3067",03 9415 4000,true,,GNE,false,"""shares""",02139225,2019-08-28T07:31:36+1000,2019-08-28T06:13:36+1000,http://www.asx.com.au/asxpdf/20190828/pdf/447xpyk2gms79y.pdf,Genesis Energy 2019 Annual Report,false,39,NZGNEE0001S7,Ordinary Fully Paid Foreign Exempt Nzx,2.52,2.57,2.59,2.51,-0.05,-1.946%,21495,2.52,2.85,2.57,-3.383%,3.47,2019-09-06T00:00:00+1000,1.89,2020-03-23T00:00:00+1100,2020-08-13T00:00:00+1000,141.99,0.0181,32835,6.23,2666082005,1037385994,2614213000,1037385994,false,XAO,2020-02-21T00:00:00+1100,2020-03-17T00:00:00+1100,2020-04-01T00:00:00+1100,2020-03-18T00:00:00+1100,0.08132783,0.0,Interim,"NZD 0.08525, 0.01203 5 SUP, 15% WHT, DRP",2020-03-18T00:00:00+1100,2020-08-13 00:00:00.000
